oportunidades,hits,h_hat,delta_rel,z,p_val,stability_score,signos_consistentes,delta_rel_sub,p_val_sub,oportunidades_sub,delta_rel_2015-01-01_2018-12-31,p_val_2015-01-01_2018-12-31,oportunidades_2015-01-01_2018-12-31,recencia_bin,numero,recencia_min,recencia_max,clasificacion_hazard_numero,delta_rel_2011-10-19_2014-12-31,p_val_2011-10-19_2014-12-31,oportunidades_2011-10-19_2014-12-31
362,15,0.04143646408839779,0.38121546961325964,1.2755560922730698,0.10105624186769525,1.0,True,"{""2015-01-01_2018-12-31"": 1.1346469622331694}","{""2015-01-01_2018-12-31"": 0.002234247215130129}","{""2015-01-01_2018-12-31"": 203}",1.1346469622331694,0.002234247215130129,203.0,6-10,76,6,10,ninguno,,,
349,11,0.03151862464183381,0.050620821394460384,0.1663093482598702,0.4339567548247978,0.0,True,{},{},{},,,,6-10,77,6,10,ninguno,,,
289,8,0.02768166089965398,-0.07727797001153397,-0.2310358563409223,0.5913565269301703,0.0,True,{},{},{},,,,6-10,78,6,10,ninguno,,,
358,11,0.030726256983240222,0.024208566108007448,0.08055367160056631,0.46789845555842247,0.0,True,{},{},{},,,,6-10,79,6,10,ninguno,,,
317,15,0.0473186119873817,0.5772870662460567,1.8075745535638632,0.03533637081352474,0.0,True,{},{},{},,,,6-10,80,6,10,ninguno,,,
310,9,0.02903225806451613,-0.032258064516128955,-0.09988353710381774,0.539781606764601,0.0,True,{},{},{},,,,6-10,81,6,10,ninguno,,,
328,8,0.024390243902439025,-0.18699186991869912,-0.5955721849403697,0.7242694685139088,0.0,True,{},{},{},,,,6-10,82,6,10,ninguno,,,
276,6,0.021739130434782608,-0.2753623188405797,-0.8045143806141508,0.7894500162338802,0.0,True,{},{},{},,,,6-10,83,6,10,ninguno,,,
283,6,0.02120141342756184,-0.293286219081272,-0.8676800953985832,0.8072152573160873,0.0,True,{},{},{},,,,6-10,84,6,10,ninguno,,,
349,17,0.04871060171919771,0.623686723973257,2.0490566870508498,0.02022828607299255,0.0,True,{},{},{},,,,6-10,85,6,10,ninguno,,,
287,8,0.027874564459930314,-0.07084785133565619,-0.2110777189029393,0.5835866868607844,0.0,True,{},{},{},,,,6-10,86,6,10,ninguno,,,
326,14,0.04294478527607362,0.43149284253578746,1.3701154272621243,0.08532543639447168,0.0,True,{},{},{},,,,6-10,87,6,10,ninguno,,,
372,10,0.026881720430107527,-0.10394265232974906,-0.3525656723243992,0.6377929617576514,0.0,True,{},{},{},,,,6-10,88,6,10,ninguno,,,
333,10,0.03003003003003003,0.0010010010010010294,0.0032124131036439705,0.49871843479504746,0.0,True,{},{},{},,,,6-10,89,6,10,ninguno,,,
347,10,0.02881844380403458,-0.0393852065321806,-0.12902463074291043,0.5513309203946846,0.0,True,{},{},{},,,,6-10,90,6,10,ninguno,,,
408,20,0.049019607843137254,0.6339869281045752,2.252086904370389,0.01215839035222991,0.0,True,{},{},{},,,,6-10,91,6,10,ninguno,,,
343,11,0.03206997084548105,0.06899902818270169,0.2247319365577308,0.41109390912291804,0.0,True,{},{},{},,,,6-10,92,6,10,ninguno,,,
334,12,0.03592814371257485,0.19760479041916168,0.6351048984141353,0.26268000125999874,0.0,True,{},{},{},,,,6-10,93,6,10,ninguno,,,
324,9,0.027777777777777776,-0.0740740740740741,-0.23448415270421932,0.5926954326986402,0.0,True,{},{},{},,,,6-10,94,6,10,ninguno,,,
322,7,0.021739130434782608,-0.2753623188405797,-0.8689748481500866,0.8075695559587832,0.0,True,{},{},{},,,,6-10,95,6,10,ninguno,,,
233,3,0.012875536480686695,-0.5708154506437768,-1.532316367992323,0.9372778080408024,0.0,True,{},{},{},,,,6-10,96,6,10,ninguno,,,
260,8,0.03076923076923077,0.025641025641025737,0.07271044911510835,0.4710182666847665,0.0,True,{},{},{},,,,6-10,97,6,10,ninguno,,,
301,9,0.029900332225913623,-0.0033222591362125353,-0.010136581404165445,0.5040438416497552,0.0,True,{},{},{},,,,6-10,98,6,10,ninguno,,,
301,5,0.016611295681063124,-0.4462901439645625,-1.3616807686262535,0.9133506734749156,0.0,True,{},{},{},,,,6-10,99,6,10,ninguno,,,
519,9,0.017341040462427744,-0.42196531791907516,-1.6905779341001448,0.9545412790107259,0.0,False,"{""2011-10-19_2014-12-31"": -0.5069033530571992}","{""2011-10-19_2014-12-31"": 0.9493852431799438}","{""2011-10-19_2014-12-31"": 338}",,,,61-90,00,61,90,ninguno,-0.5069033530571992,0.9493852431799438,338.0
650,12,0.018461538461538463,-0.3846153846153845,-1.7244797167313748,0.9576893612358928,0.0,False,"{""2011-10-19_2014-12-31"": -0.3527508090614887, ""2015-01-01_2018-12-31"": -0.27272727272727265}","{""2011-10-19_2014-12-31"": 0.8622515050281686, ""2015-01-01_2018-12-31"": 0.7868010978204381}","{""2011-10-19_2014-12-31"": 309, ""2015-01-01_2018-12-31"": 275}",-0.27272727272727265,0.7868010978204381,275.0,61-90,01,61,90,ninguno,-0.3527508090614887,0.8622515050281686,309.0
290,11,0.03793103448275862,0.26436781609195403,0.7917395548362243,0.2142562767020951,0.0,False,"{""2015-01-01_2018-12-31"": -0.15966386554621845}","{""2015-01-01_2018-12-31"": 0.6675585329629368}","{""2015-01-01_2018-12-31"": 238}",-0.15966386554621845,0.6675585329629368,238.0,61-90,02,61,90,ninguno,,,
457,13,0.028446389496717725,-0.0517870167760758,-0.19469453185183164,0.5771839535261968,0.0,False,"{""2011-10-19_2014-12-31"": -0.06542056074766353, ""2015-01-01_2018-12-31"": -0.14163090128755362}","{""2011-10-19_2014-12-31"": 0.5668281606915944, ""2015-01-01_2018-12-31"": 0.6481010743128873}","{""2011-10-19_2014-12-31"": 214, ""2015-01-01_2018-12-31"": 233}",-0.14163090128755362,0.6481010743128873,233.0,61-90,03,61,90,ninguno,-0.06542056074766353,0.5668281606915944,214.0
530,14,0.026415094339622643,-0.11949685534591188,-0.48380368468701684,0.6857374000885289,0.0,False,"{""2015-01-01_2018-12-31"": -0.43820224719101125}","{""2015-01-01_2018-12-31"": 0.9270314661087974}","{""2015-01-01_2018-12-31"": 356}",-0.43820224719101125,0.9270314661087974,356.0,61-90,04,61,90,ninguno,,,
483,12,0.024844720496894408,-0.1718426501035197,-0.6641700493017187,0.7467092597595272,0.0,False,"{""2011-10-19_2014-12-31"": -0.4666666666666666, ""2015-01-01_2018-12-31"": -0.10714285714285716}","{""2011-10-19_2014-12-31"": 0.9027930890446751, ""2015-01-01_2018-12-31"": 0.6110314524355174}","{""2011-10-19_2014-12-31"": 250, ""2015-01-01_2018-12-31"": 224}",-0.10714285714285716,0.6110314524355174,224.0,61-90,05,61,90,ninguno,-0.4666666666666666,0.9027930890446751,250.0
361,14,0.038781163434903045,0.29270544783010155,0.9780457422004952,0.16402585055917634,0.0,True,"{""2015-01-01_2018-12-31"": 0.28205128205128216}","{""2015-01-01_2018-12-31"": 0.2371882980294293}","{""2015-01-01_2018-12-31"": 208}",0.28205128205128216,0.2371882980294293,208.0,61-90,06,61,90,ninguno,,,
495,15,0.030303030303030304,0.010101010101010166,0.039522295875748785,0.48423698893182054,0.0,False,"{""2011-10-19_2014-12-31"": -0.1389913899138991}","{""2011-10-19_2014-12-31"": 0.6563015281772455}","{""2011-10-19_2014-12-31"": 271}",,,,61-90,07,61,90,ninguno,-0.1389913899138991,0.6563015281772455,271.0
515,11,0.021359223300970873,-0.2880258899676375,-1.1495024519177568,0.8748255718522107,0.0,False,"{""2011-10-19_2014-12-31"": -0.38949938949938945}","{""2011-10-19_2014-12-31"": 0.8711369966474283}","{""2011-10-19_2014-12-31"": 273}",,,,61-90,08,61,90,ninguno,-0.38949938949938945,0.8711369966474283,273.0
523,14,0.02676864244741874,-0.10771191841937532,-0.4332009154219516,0.6675655930485376,0.0,False,"{""2011-10-19_2014-12-31"": -0.30264993026499304}","{""2011-10-19_2014-12-31"": 0.7946999104917585}","{""2011-10-19_2014-12-31"": 239}",,,,61-90,09,61,90,ninguno,-0.30264993026499304,0.7946999104917585,239.0
285,10,0.03508771929824561,0.1695906432748538,0.5034995395615565,0.30730655198620005,0.0,True,{},{},{},,,,61-90,10,61,90,ninguno,,,
254,11,0.04330708661417323,0.4435695538057743,1.2432353418895448,0.1068905613878563,0.0,True,{},{},{},,,,61-90,11,61,90,ninguno,,,
705,15,0.02127659574468085,-0.2907801418439716,-1.3577945551368222,0.9127355584314045,0.0,False,"{""2015-01-01_2018-12-31"": -0.5257452574525745}","{""2015-01-01_2018-12-31"": 0.9798589406974385}","{""2015-01-01_2018-12-31"": 492}",-0.5257452574525745,0.9798589406974385,492.0,61-90,12,61,90,ninguno,,,
415,13,0.03132530120481928,0.044176706827309356,0.1582676473605762,0.43712295023305936,0.0,True,{},{},{},,,,61-90,13,61,90,ninguno,,,
240,15,0.0625,1.0833333333333335,2.951497959712249,0.0015811831770171857,0.0,True,{},{},{},,,,61-90,14,61,90,ninguno,,,
334,17,0.05089820359281437,0.6966067864271457,2.238905146934679,0.012581044265274588,1.0,True,"{""2015-01-01_2018-12-31"": 0.7628205128205129}","{""2015-01-01_2018-12-31"": 0.02650941451357609}","{""2015-01-01_2018-12-31"": 208}",0.7628205128205129,0.02650941451357609,208.0,61-90,15,61,90,ninguno,,,
393,14,0.035623409669211195,0.18744698897370654,0.6535058866991207,0.25671509780473467,0.0,True,"{""2015-01-01_2018-12-31"": 0.2345679012345679}","{""2015-01-01_2018-12-31"": 0.2721658199949127}","{""2015-01-01_2018-12-31"": 216}",0.2345679012345679,0.2721658199949127,216.0,61-90,16,61,90,ninguno,,,
429,12,0.027972027972027972,-0.06759906759906757,-0.24623178421545522,0.5972485937075547,0.0,False,"{""2015-01-01_2018-12-31"": -0.24242424242424238}","{""2015-01-01_2018-12-31"": 0.7557548764600064}","{""2015-01-01_2018-12-31"": 264}",-0.24242424242424238,0.7557548764600064,264.0,61-90,17,61,90,ninguno,,,
569,16,0.028119507908611598,-0.06268306971294671,-0.26295482853201624,0.603707302117283,0.0,False,"{""2015-01-01_2018-12-31"": -0.4007490636704119}","{""2015-01-01_2018-12-31"": 0.9314547508373983}","{""2015-01-01_2018-12-31"": 445}",-0.4007490636704119,0.9314547508373983,445.0,61-90,18,61,90,ninguno,,,
380,8,0.021052631578947368,-0.2982456140350877,-1.0224465744716256,0.8467152067339802,0.0,False,"{""2011-10-19_2014-12-31"": -0.3804213135068153}","{""2011-10-19_2014-12-31"": 0.8637395436014381}","{""2011-10-19_2014-12-31"": 269}",,,,61-90,19,61,90,ninguno,-0.3804213135068153,0.8637395436014381,269.0
713,14,0.019635343618513323,-0.34548854604955587,-1.6223822230397116,0.9476392334479781,0.0,False,"{""2011-10-19_2014-12-31"": -0.4026284348864994, ""2015-01-01_2018-12-31"": -0.10256410256410248}","{""2011-10-19_2014-12-31"": 0.8815395890437714, ""2015-01-01_2018-12-31"": 0.6144138412722963}","{""2011-10-19_2014-12-31"": 279, ""2015-01-01_2018-12-31"": 260}",-0.10256410256410248,0.6144138412722963,260.0,61-90,20,61,90,ninguno,-0.4026284348864994,0.8815395890437714,279.0
632,13,0.020569620253164556,-0.3143459915611815,-1.3897645390217406,0.9176998052428638,0.0,False,"{""2015-01-01_2018-12-31"": -0.40476190476190477}","{""2015-01-01_2018-12-31"": 0.9206334613353677}","{""2015-01-01_2018-12-31"": 392}",-0.40476190476190477,0.9206334613353677,392.0,61-90,21,61,90,ninguno,,,
683,14,0.020497803806734993,-0.31673987310883356,-1.4557535252453475,0.9272696162686388,0.0,False,"{""2011-10-19_2014-12-31"": -0.5370370370370371, ""2015-01-01_2018-12-31"": -0.023199023199023165}","{""2011-10-19_2014-12-31"": 0.963430953521248, ""2015-01-01_2018-12-31"": 0.5268724357177121}","{""2011-10-19_2014-12-31"": 360, ""2015-01-01_2018-12-31"": 273}",-0.023199023199023165,0.5268724357177121,273.0,61-90,22,61,90,ninguno,-0.5370370370370371,0.963430953521248,360.0
423,11,0.026004728132387706,-0.13317572892040977,-0.481692657580004,0.6849878536202768,0.0,True,{},{},{},,,,61-90,23,61,90,ninguno,,,
291,12,0.041237113402061855,0.3745704467353952,1.1237113402061853,0.1305677519880719,0.0,True,"{""2015-01-01_2018-12-31"": 0.5873015873015873}","{""2015-01-01_2018-12-31"": 0.0672308131348404}","{""2015-01-01_2018-12-31"": 210}",0.5873015873015873,0.0672308131348404,210.0,61-90,24,61,90,ninguno,,,
437,12,0.02745995423340961,-0.08466819221967965,-0.31126892500547865,0.6222019055387611,0.0,True,{},{},{},,,,61-90,25,61,90,ninguno,,,
480,10,0.020833333333333332,-0.3055555555555556,-1.1772957149578815,0.8804612516820167,0.0,False,"{""2011-10-19_2014-12-31"": -0.3798449612403101}","{""2011-10-19_2014-12-31"": 0.8363312332176283}","{""2011-10-19_2014-12-31"": 215}",,,,61-90,26,61,90,ninguno,-0.3798449612403101,0.8363312332176283,215.0
312,10,0.03205128205128205,0.06837606837606833,0.21240081678227407,0.41589717430771045,0.0,True,{},{},{},,,,61-90,27,61,90,ninguno,,,
480,13,0.027083333333333334,-0.09722222222222215,-0.37459409112296205,0.6460188159050386,0.0,False,"{""2015-01-01_2018-12-31"": -0.3939393939393939}","{""2015-01-01_2018-12-31"": 0.8746950036309031}","{""2015-01-01_2018-12-31"": 275}",-0.3939393939393939,0.8746950036309031,275.0,61-90,28,61,90,ninguno,,,
628,14,0.022292993630573247,-0.25690021231422505,-1.1321892976768821,0.8712225707025215,0.0,False,"{""2011-10-19_2014-12-31"": -0.22480620155038758, ""2015-01-01_2018-12-31"": -0.4897959183673469}","{""2011-10-19_2014-12-31"": 0.7189410680029651, ""2015-01-01_2018-12-31"": 0.955942526368395}","{""2011-10-19_2014-12-31"": 215, ""2015-01-01_2018-12-31"": 392}",-0.4897959183673469,0.955942526368395,392.0,61-90,29,61,90,ninguno,-0.22480620155038758,0.7189410680029651,215.0
531,13,0.02448210922787194,-0.18392969240426868,-0.7453733574556086,0.7719769772677116,0.0,False,"{""2011-10-19_2014-12-31"": -0.396681749622926, ""2015-01-01_2018-12-31"": -0.027777777777777728}","{""2011-10-19_2014-12-31"": 0.8501511898689172, ""2015-01-01_2018-12-31"": 0.5301629311676672}","{""2011-10-19_2014-12-31"": 221, ""2015-01-01_2018-12-31"": 240}",-0.027777777777777728,0.5301629311676672,240.0,61-90,30,61,90,ninguno,-0.396681749622926,0.8501511898689172,221.0
156,11,0.07051282051282051,1.3504273504273505,2.9662536430570694,0.00150725881662182,0.0,True,{},{},{},,,,61-90,31,61,90,ninguno,,,
345,12,0.034782608695652174,0.15942028985507253,0.520748349558505,0.30127104408961597,0.0,True,{},{},{},,,,61-90,32,61,90,ninguno,,,
340,9,0.026470588235294117,-0.1176470588235294,-0.3815006594800952,0.6485841090251878,0.0,False,"{""2015-01-01_2018-12-31"": -0.3438320209973753}","{""2015-01-01_2018-12-31"": 0.8323996414198065}","{""2015-01-01_2018-12-31"": 254}",-0.3438320209973753,0.8323996414198065,254.0,61-90,33,61,90,ninguno,,,
395,14,0.035443037974683546,0.18143459915611823,0.6341520746632021,0.26299079041730455,0.0,False,"{""2015-01-01_2018-12-31"": -0.006622516556291369}","{""2015-01-01_2018-12-31"": 0.5080738690310895}","{""2015-01-01_2018-12-31"": 302}",-0.006622516556291369,0.5080738690310895,302.0,61-90,34,61,90,ninguno,,,
639,16,0.025039123630672927,-0.16536254564423575,-0.7351269402214894,0.7688689057151856,0.0,False,"{""2011-10-19_2014-12-31"": -0.1561181434599156, ""2015-01-01_2018-12-31"": -0.1935483870967742}","{""2011-10-19_2014-12-31"": 0.6872457173568974, ""2015-01-01_2018-12-31"": 0.7040315438887166}","{""2011-10-19_2014-12-31"": 316, ""2015-01-01_2018-12-31"": 248}",-0.1935483870967742,0.7040315438887166,248.0,61-90,35,61,90,ninguno,-0.1561181434599156,0.6872457173568974,316.0
612,17,0.027777777777777776,-0.0740740740740741,-0.32226764304431943,0.6263750281503019,0.0,True,"{""2015-01-01_2018-12-31"": 0.006711409395973242}","{""2015-01-01_2018-12-31"": 0.4918721320020516}","{""2015-01-01_2018-12-31"": 298}",0.006711409395973242,0.4918721320020516,298.0,61-90,36,61,90,ninguno,,,
526,13,0.024714828897338403,-0.1761723700887199,-0.7105676465012105,0.7613239010736907,0.0,False,"{""2011-10-19_2014-12-31"": -0.19093851132686082, ""2015-01-01_2018-12-31"": -0.07038512616201857}","{""2011-10-19_2014-12-31"": 0.6850792348035635, ""2015-01-01_2018-12-31"": 0.5777366885007383}","{""2011-10-19_2014-12-31"": 206, ""2015-01-01_2018-12-31"": 251}",-0.07038512616201857,0.5777366885007383,251.0,61-90,37,61,90,ninguno,-0.19093851132686082,0.6850792348035635,206.0
442,13,0.029411764705882353,-0.01960784313725488,-0.07249627943305316,0.5288965168688157,0.0,True,{},{},{},,,,61-90,38,61,90,ninguno,,,
422,14,0.03317535545023697,0.10584518167456569,0.3823860836281736,0.3510875055931001,0.0,True,{},{},{},,,,61-90,39,61,90,ninguno,,,
360,8,0.022222222222222223,-0.2592592592592592,-0.8650879973867418,0.8065047540040919,0.0,True,{},{},{},,,,61-90,40,61,90,ninguno,,,
337,11,0.032640949554896145,0.08803165182987155,0.2842029370202093,0.3881274324077211,0.0,True,{},{},{},,,,61-90,41,61,90,ninguno,,,
353,14,0.039660056657223795,0.32200188857412654,1.063948316722902,0.1436760566346092,0.0,True,"{""2015-01-01_2018-12-31"": 0.3280212483399735}","{""2015-01-01_2018-12-31"": 0.1803764469005246}","{""2015-01-01_2018-12-31"": 251}",0.3280212483399735,0.1803764469005246,251.0,61-90,42,61,90,ninguno,,,
286,13,0.045454545454545456,0.5151515151515152,1.5321199170348727,0.06274642284447532,0.0,True,{},{},{},,,,61-90,43,61,90,ninguno,,,
464,15,0.032327586206896554,0.07758620689655184,0.29391264472659445,0.38441232777373335,0.0,False,"{""2011-10-19_2014-12-31"": -0.16963226571767495}","{""2011-10-19_2014-12-31"": 0.6914893681003103}","{""2011-10-19_2014-12-31"": 281}",,,,61-90,44,61,90,ninguno,-0.16963226571767495,0.6914893681003103,281.0
488,15,0.030737704918032786,0.02459016393442625,0.09553138965100998,0.4619463794652488,0.0,False,"{""2015-01-01_2018-12-31"": -0.2700729927007299}","{""2015-01-01_2018-12-31"": 0.7841238608920866}","{""2015-01-01_2018-12-31"": 274}",-0.2700729927007299,0.7841238608920866,274.0,61-90,45,61,90,ninguno,,,
321,13,0.040498442367601244,0.3499480789200415,1.102632756558415,0.13509333957070313,0.0,True,{},{},{},,,,61-90,46,61,90,ninguno,,,
582,13,0.022336769759450172,-0.2554410080183276,-1.0837444137773207,0.8607609313259108,0.0,False,"{""2015-01-01_2018-12-31"": -0.45652173913043476}","{""2015-01-01_2018-12-31"": 0.9382368550309942}","{""2015-01-01_2018-12-31"": 368}",-0.45652173913043476,0.9382368550309942,368.0,61-90,47,61,90,ninguno,,,
612,16,0.026143790849673203,-0.1285403050108932,-0.5592291452827898,0.7119973276704443,0.0,False,"{""2011-10-19_2014-12-31"": -0.3849938499384994, ""2015-01-01_2018-12-31"": 0.09890109890109897}","{""2011-10-19_2014-12-31"": 0.8674858513754394, ""2015-01-01_2018-12-31"": 0.38691051936683885}","{""2011-10-19_2014-12-31"": 271, ""2015-01-01_2018-12-31"": 273}",0.09890109890109897,0.38691051936683885,273.0,61-90,48,61,90,ninguno,-0.3849938499384994,0.8674858513754394,271.0
331,10,0.030211480362537766,0.007049345417925573,0.02255472564045672,0.49100272916771254,0.0,True,{},{},{},,,,61-90,49,61,90,ninguno,,,
401,13,0.032418952618453865,0.08063175394846223,0.28395731008104425,0.3882215480801584,0.0,False,"{""2015-01-01_2018-12-31"": -0.1666666666666666}","{""2015-01-01_2018-12-31"": 0.675113155909402}","{""2015-01-01_2018-12-31"": 240}",-0.1666666666666666,0.675113155909402,240.0,61-90,50,61,90,ninguno,,,
298,9,0.030201342281879196,0.006711409395973242,0.020374953387041636,0.4918721320020516,0.0,True,{},{},{},,,,61-90,51,61,90,ninguno,,,
534,15,0.028089887640449437,-0.06367041198501872,-0.2587516028631445,0.6020865491634206,0.0,False,"{""2011-10-19_2014-12-31"": -0.5140913508260447}","{""2011-10-19_2014-12-31"": 0.9529750923720652}","{""2011-10-19_2014-12-31"": 343}",,,,61-90,52,61,90,ninguno,-0.5140913508260447,0.9529750923720652,343.0
319,13,0.04075235109717868,0.3584117032392894,1.125776772891602,0.13013000900834082,0.0,True,{},{},{},,,,61-90,53,61,90,ninguno,,,
407,15,0.036855036855036855,0.22850122850122853,0.8107006181612539,0.2087688091381713,0.0,True,"{""2015-01-01_2018-12-31"": 0.4218009478672987}","{""2015-01-01_2018-12-31"": 0.14062500774209405}","{""2015-01-01_2018-12-31"": 211}",0.4218009478672987,0.14062500774209405,211.0,61-90,54,61,90,ninguno,,,
494,15,0.030364372469635626,0.01214574898785424,0.04747473357105914,0.4810674336565141,0.0,False,"{""2011-10-19_2014-12-31"": 0.32669983416252074, ""2015-01-01_2018-12-31"": -0.2784992784992785}","{""2011-10-19_2014-12-31"": 0.20766284660274453, ""2015-01-01_2018-12-31"": 0.7716819423393129}","{""2011-10-19_2014-12-31"": 201, ""2015-01-01_2018-12-31"": 231}",-0.2784992784992785,0.7716819423393129,231.0,61-90,55,61,90,ninguno,0.32669983416252074,0.20766284660274453,201.0
239,12,0.0502092050209205,0.6736401673640168,1.8314779138262076,0.03351462065781297,0.0,True,{},{},{},,,,61-90,56,61,90,ninguno,,,
383,18,0.04699738903394256,0.566579634464752,1.950002225842117,0.025587926873519785,0.0,True,{},{},{},,,,61-90,57,61,90,ninguno,,,
405,19,0.04691358024691358,0.5637860082304529,1.9953384221597625,0.023002991018274688,0.0,True,"{""2011-10-19_2014-12-31"": 0.40186915887850466}","{""2011-10-19_2014-12-31"": 0.15059825298727034}","{""2011-10-19_2014-12-31"": 214}",,,,61-90,58,61,90,ninguno,0.40186915887850466,0.15059825298727034,214.0
492,12,0.024390243902439025,-0.18699186991869912,-0.7294239790492006,0.7671288228987028,0.0,False,"{""2011-10-19_2014-12-31"": -0.38725490196078427}","{""2011-10-19_2014-12-31"": 0.8693231923115815}","{""2011-10-19_2014-12-31"": 272}",,,,61-90,59,61,90,ninguno,-0.38725490196078427,0.8693231923115815,272.0
281,12,0.042704626334519574,0.42348754448398584,1.2484425488343587,0.10593451766459956,0.0,True,{},{},{},,,,61-90,60,61,90,ninguno,,,
327,11,0.03363914373088685,0.12130479102956163,0.38576834740684535,0.34983411964336253,0.0,True,{},{},{},,,,61-90,61,61,90,ninguno,,,
391,12,0.030690537084398978,0.023017902813299296,0.0800440198452088,0.46810112274600024,0.0,False,"{""2015-01-01_2018-12-31"": -0.03846153846153837}","{""2015-01-01_2018-12-31"": 0.5388557031696981}","{""2015-01-01_2018-12-31"": 208}",-0.03846153846153837,0.5388557031696981,208.0,61-90,62,61,90,ninguno,,,
511,12,0.023483365949119372,-0.21722113502935422,-0.8635496031859596,0.8060823203628924,0.0,False,"{""2015-01-01_2018-12-31"": -0.3006993006993006}","{""2015-01-01_2018-12-31"": 0.8144231354037764}","{""2015-01-01_2018-12-31"": 286}",-0.3006993006993006,0.8144231354037764,286.0,61-90,63,61,90,ninguno,,,
589,12,0.02037351443123939,-0.3208828522920203,-1.3695532315756604,0.9145867963559733,0.0,False,"{""2015-01-01_2018-12-31"": -0.4281045751633986}","{""2015-01-01_2018-12-31"": 0.9358373381536218}","{""2015-01-01_2018-12-31"": 408}",-0.4281045751633986,0.9358373381536218,408.0,61-90,64,61,90,ninguno,,,
621,12,0.01932367149758454,-0.355877616747182,-1.5596287554011168,0.9405761814440559,0.0,False,"{""2011-10-19_2014-12-31"": -0.5934959349593496, ""2015-01-01_2018-12-31"": -0.1631799163179916}","{""2011-10-19_2014-12-31"": 0.9706406963943508, ""2015-01-01_2018-12-31"": 0.6713521493851125}","{""2011-10-19_2014-12-31"": 328, ""2015-01-01_2018-12-31"": 239}",-0.1631799163179916,0.6713521493851125,239.0,61-90,65,61,90,ninguno,-0.5934959349593496,0.9706406963943508,328.0
454,9,0.019823788546255508,-0.3392070484581497,-1.271064398458031,0.8981471302674425,0.0,False,"{""2015-01-01_2018-12-31"": -0.4640943193997856}","{""2015-01-01_2018-12-31"": 0.9249718659871983}","{""2015-01-01_2018-12-31"": 311}",-0.4640943193997856,0.9249718659871983,311.0,61-90,66,61,90,ninguno,,,
400,15,0.0375,0.25,0.8793155726408237,0.18961509731520085,0.0,True,{},{},{},,,,61-90,67,61,90,ninguno,,,
436,11,0.02522935779816514,-0.15902140672782866,-0.5839472208125711,0.720372089004673,0.0,False,"{""2015-01-01_2018-12-31"": -0.43820224719101125}","{""2015-01-01_2018-12-31"": 0.9270314661087974}","{""2015-01-01_2018-12-31"": 356}",-0.43820224719101125,0.9270314661087974,356.0,61-90,68,61,90,ninguno,,,
496,12,0.024193548387096774,-0.1935483870967742,-0.7580627472048078,0.7757932900841705,0.0,False,"{""2011-10-19_2014-12-31"": -0.08136482939632544}","{""2011-10-19_2014-12-31"": 0.5901959598315853}","{""2011-10-19_2014-12-31"": 254}",,,,61-90,69,61,90,ninguno,-0.08136482939632544,0.5901959598315853,254.0
393,11,0.027989821882951654,-0.06700593723494483,-0.2336061766933505,0.5923546339450422,0.0,False,"{""2011-10-19_2014-12-31"": -0.19484702093397743}","{""2011-10-19_2014-12-31"": 0.6889964269753147}","{""2011-10-19_2014-12-31"": 207}",,,,61-90,70,61,90,ninguno,-0.19484702093397743,0.6889964269753147,207.0
373,12,0.032171581769437,0.0723860589812333,0.24585786643807742,0.40289613027502974,0.0,False,"{""2015-01-01_2018-12-31"": -0.22839506172839508}","{""2015-01-01_2018-12-31"": 0.7225123196505261}","{""2015-01-01_2018-12-31"": 216}",-0.22839506172839508,0.7225123196505261,216.0,61-90,71,61,90,ninguno,,,
433,16,0.03695150115473441,0.23171670515781373,0.8479613408598314,0.19822975046250166,0.0,True,"{""2015-01-01_2018-12-31"": 0.11482720178372352}","{""2015-01-01_2018-12-31"": 0.36347534708497503}","{""2015-01-01_2018-12-31"": 299}",0.11482720178372352,0.36347534708497503,299.0,61-90,72,61,90,ninguno,,,
376,12,0.031914893617021274,0.0638297872340425,0.21766674330911132,0.41384438868699797,0.0,True,{},{},{},,,,61-90,73,61,90,ninguno,,,
390,10,0.02564102564102564,-0.1452991452991453,-0.504626581351745,0.6930894317883765,0.0,False,"{""2011-10-19_2014-12-31"": -0.047619047619047616}","{""2011-10-19_2014-12-31"": 0.5482958940287889}","{""2011-10-19_2014-12-31"": 210}",,,,61-90,74,61,90,ninguno,-0.047619047619047616,0.5482958940287889,210.0
588,16,0.027210884353741496,-0.09297052154195011,-0.3964685025759847,0.6541202802576689,0.0,False,"{""2011-10-19_2014-12-31"": -0.47423764458464773, ""2015-01-01_2018-12-31"": 0.30718954248366015}","{""2011-10-19_2014-12-31"": 0.9312162954270564, ""2015-01-01_2018-12-31"": 0.194155870304626}","{""2011-10-19_2014-12-31"": 317, ""2015-01-01_2018-12-31"": 255}",0.30718954248366015,0.194155870304626,255.0,61-90,75,61,90,ninguno,-0.47423764458464773,0.9312162954270564,317.0
282,14,0.04964539007092199,0.6548463356973997,1.933920940975057,0.026561424489003938,0.0,True,{},{},{},,,,61-90,76,61,90,ninguno,,,
412,16,0.038834951456310676,0.2944983818770226,1.0512506592088169,0.1465717409261203,0.0,True,"{""2015-01-01_2018-12-31"": 0.19047619047619047}","{""2015-01-01_2018-12-31"": 0.29744608894143454}","{""2015-01-01_2018-12-31"": 252}",0.19047619047619047,0.29744608894143454,252.0,61-90,77,61,90,ninguno,,,
