oportunidades,hits,h_hat,delta_rel,z,p_val,stability_score,signos_consistentes,delta_rel_sub,p_val_sub,oportunidades_sub,delta_rel_2015-01-01_2018-12-31,p_val_2015-01-01_2018-12-31,oportunidades_2015-01-01_2018-12-31,recencia_bin,numero,recencia_min,recencia_max,clasificacion_hazard_numero,delta_rel_2011-10-19_2014-12-31,p_val_2011-10-19_2014-12-31,oportunidades_2011-10-19_2014-12-31
542,14,0.025830258302583026,-0.1389913899138991,-0.5690655581654147,0.7153441746460723,0.0,False,"{""2011-10-19_2014-12-31"": 0.12721417069243152, ""2015-01-01_2018-12-31"": -0.3438320209973753}","{""2011-10-19_2014-12-31"": 0.373771400735364, ""2015-01-01_2018-12-31"": 0.8323996414198065}","{""2011-10-19_2014-12-31"": 207, ""2015-01-01_2018-12-31"": 254}",-0.3438320209973753,0.8323996414198065,254.0,61-90,78,61,90,ninguno,0.12721417069243152,0.373771400735364,207.0
344,9,0.02616279069767442,-0.12790697674418597,-0.41720376156285,0.6617353129704444,0.0,True,{},{},{},,,,61-90,79,61,90,ninguno,,,
683,14,0.020497803806734993,-0.31673987310883356,-1.4557535252453475,0.9272696162686388,0.0,False,"{""2015-01-01_2018-12-31"": -0.45355191256830596}","{""2015-01-01_2018-12-31"": 0.9503464356011136}","{""2015-01-01_2018-12-31"": 427}",-0.45355191256830596,0.9503464356011136,427.0,61-90,80,61,90,ninguno,,,
631,12,0.01901743264659271,-0.36608557844690964,-1.617231010995284,0.9470857876406908,0.0,False,"{""2015-01-01_2018-12-31"": -0.6022275258552109}","{""2015-01-01_2018-12-31"": 0.9849174462218184}","{""2015-01-01_2018-12-31"": 419}",-0.6022275258552109,0.9849174462218184,419.0,61-90,81,61,90,ninguno,,,
410,14,0.03414634146341464,0.13821138211382128,0.4921647423389271,0.31130144346391664,0.0,False,"{""2015-01-01_2018-12-31"": -0.1452991452991453}","{""2015-01-01_2018-12-31"": 0.6520577957805358}","{""2015-01-01_2018-12-31"": 234}",-0.1452991452991453,0.6520577957805358,234.0,61-90,82,61,90,ninguno,,,
578,16,0.02768166089965398,-0.07727797001153397,-0.32673404143181434,0.6280654746225423,0.0,False,"{""2011-10-19_2014-12-31"": -0.22992299229922994, ""2015-01-01_2018-12-31"": -0.0740740740740741}","{""2011-10-19_2014-12-31"": 0.7592360774966624, ""2015-01-01_2018-12-31"": 0.5819152477836647}","{""2011-10-19_2014-12-31"": 303, ""2015-01-01_2018-12-31"": 252}",-0.0740740740740741,0.5819152477836647,252.0,61-90,83,61,90,ninguno,-0.22992299229922994,0.7592360774966624,303.0
499,14,0.028056112224448898,-0.0647962591850367,-0.2545510934665899,0.6004650816273911,0.0,False,"{""2015-01-01_2018-12-31"": -0.20634920634920637}","{""2015-01-01_2018-12-31"": 0.733104811770608}","{""2015-01-01_2018-12-31"": 294}",-0.20634920634920637,0.733104811770608,294.0,61-90,84,61,90,ninguno,,,
327,10,0.03058103975535168,0.01936799184505608,0.061593265552353324,0.4754433700360552,0.0,True,{},{},{},,,,61-90,85,61,90,ninguno,,,
506,15,0.029644268774703556,-0.011857707509881424,-0.046908414295631085,0.5187068890799591,0.0,False,"{""2015-01-01_2018-12-31"": -0.31448157669237364}","{""2015-01-01_2018-12-31"": 0.8623193526890264}","{""2015-01-01_2018-12-31"": 389}",-0.31448157669237364,0.8623193526890264,389.0,61-90,86,61,90,ninguno,,,
426,12,0.028169014084507043,-0.0610328638497652,-0.22153548923952268,0.5876622467143447,0.0,True,{},{},{},,,,61-90,87,61,90,ninguno,,,
276,12,0.043478260869565216,0.4492753623188406,1.312628726265194,0.09465404248396189,0.0,True,{},{},{},,,,61-90,88,61,90,ninguno,,,
385,11,0.02857142857142857,-0.047619047619047616,-0.1643182610607129,0.5652596965833038,0.0,False,"{""2011-10-19_2014-12-31"": -0.2967651195499297}","{""2011-10-19_2014-12-31"": 0.7891442247384366}","{""2011-10-19_2014-12-31"": 237}",,,,61-90,89,61,90,ninguno,-0.2967651195499297,0.7891442247384366,237.0
350,17,0.04857142857142857,0.6190476190476191,2.03672709046665,0.02083869909304421,0.0,True,"{""2015-01-01_2018-12-31"": 0.12179487179487178}","{""2015-01-01_2018-12-31"": 0.37869405799924694}","{""2015-01-01_2018-12-31"": 208}",0.12179487179487178,0.37869405799924694,208.0,61-90,90,61,90,ninguno,,,
296,12,0.04054054054054054,0.3513513513513515,1.063070933913717,0.14387489226491657,0.0,True,{},{},{},,,,61-90,91,61,90,ninguno,,,
512,11,0.021484375,-0.28385416666666663,-1.1295488409946866,0.8706668108457458,0.0,False,"{""2011-10-19_2014-12-31"": -0.3849938499384994, ""2015-01-01_2018-12-31"": -0.25595238095238093}","{""2011-10-19_2014-12-31"": 0.8674858513754394, ""2015-01-01_2018-12-31"": 0.7497447254206642}","{""2011-10-19_2014-12-31"": 271, ""2015-01-01_2018-12-31"": 224}",-0.25595238095238093,0.7497447254206642,224.0,61-90,92,61,90,ninguno,-0.3849938499384994,0.8674858513754394,271.0
503,15,0.02982107355864811,-0.005964214711729615,-0.02352404613260947,0.5093838711248293,0.0,True,"{""2015-01-01_2018-12-31"": 0.01892285298398834}","{""2015-01-01_2018-12-31"": 0.47991806079887306}","{""2015-01-01_2018-12-31"": 229}",0.01892285298398834,0.47991806079887306,229.0,61-90,93,61,90,ninguno,,,
534,13,0.024344569288389514,-0.18851435705368286,-0.766107686908526,0.7781938852269581,0.0,False,"{""2011-10-19_2014-12-31"": -0.4350282485875706, ""2015-01-01_2018-12-31"": 0.0014306151645207775}","{""2011-10-19_2014-12-31"": 0.905580900233345, ""2015-01-01_2018-12-31"": 0.4984679090639226}","{""2011-10-19_2014-12-31"": 295, ""2015-01-01_2018-12-31"": 233}",0.0014306151645207775,0.4984679090639226,233.0,61-90,94,61,90,ninguno,-0.4350282485875706,0.905580900233345,295.0
387,12,0.031007751937984496,0.03359173126614989,0.11621511867239856,0.45374102748708395,0.0,False,"{""2015-01-01_2018-12-31"": -0.19028340080971656}","{""2015-01-01_2018-12-31"": 0.7005299780657755}","{""2015-01-01_2018-12-31"": 247}",-0.19028340080971656,0.7005299780657755,247.0,61-90,95,61,90,ninguno,,,
735,15,0.02040816326530612,-0.3197278911564626,-1.5244000451261066,0.9362955955765737,0.0,False,"{""2011-10-19_2014-12-31"": -0.14841849148418487, ""2015-01-01_2018-12-31"": -0.26160337552742613}","{""2011-10-19_2014-12-31"": 0.6671489256705803, ""2015-01-01_2018-12-31"": 0.7932721186226388}","{""2011-10-19_2014-12-31"": 274, ""2015-01-01_2018-12-31"": 316}",-0.26160337552742613,0.7932721186226388,316.0,61-90,96,61,90,ninguno,-0.14841849148418487,0.6671489256705803,274.0
704,19,0.026988636363636364,-0.10037878787878783,-0.46838506308667777,0.6802453761108227,0.0,False,"{""2011-10-19_2014-12-31"": 0.3201320132013202, ""2015-01-01_2018-12-31"": -0.3197278911564626}","{""2011-10-19_2014-12-31"": 0.2118076027808539, ""2015-01-01_2018-12-31"": 0.8672025519308182}","{""2011-10-19_2014-12-31"": 202, ""2015-01-01_2018-12-31"": 392}",-0.3197278911564626,0.8672025519308182,392.0,61-90,97,61,90,ninguno,0.3201320132013202,0.2118076027808539,202.0
398,17,0.04271356783919598,0.423785594639866,1.4868340088849978,0.06852932843681186,0.0,False,"{""2011-10-19_2014-12-31"": -0.22480620155038758}","{""2011-10-19_2014-12-31"": 0.7189410680029651}","{""2011-10-19_2014-12-31"": 215}",,,,61-90,98,61,90,ninguno,-0.22480620155038758,0.7189410680029651,215.0
462,18,0.03896103896103896,0.29870129870129875,1.1291011736936911,0.12942757813224934,0.0,True,"{""2015-01-01_2018-12-31"": 0.36612021857923494}","{""2015-01-01_2018-12-31"": 0.1572660586208309}","{""2015-01-01_2018-12-31"": 244}",0.36612021857923494,0.1572660586208309,244.0,61-90,99,61,90,ninguno,,,
